Id,Model,Age_08_04,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Color,Automatic,CC,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Total_Distance,Car_Age,Mileage
1077,TOYOTA Corolla 1.6 16v Linea Terra 4/5-Doors,,10,1998,150585,CNG,110,1,Black,0,1600,,,,197,1090,0,1,,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,10721000,26,5807.692308
1160,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,1,1998,99971,Petrol,110,1,Black,0,1600,3,,,,1050,1,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,8009840,26,3850.884615
1173,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,7,1998,96135,Petrol,,1,Blue,0,1300,3,,,,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,7126348,26,3703.923077
1368,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,,10,1998,59017,Petrol,110,0,Blue,0,1600,,,,,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4200644,26,2275.538462
1094,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,,3,1998,130000,Petrol,,0,Blue,0,1300,,,,,1015,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10140000,26,5000
1192,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,,11,1998,91505,Petrol,,1,Silver,0,1300,3,,,,1015,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,6433000,26,3534.615385
1131,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,,9,1998,110404,Petrol,,1,Blue,0,1300,3,,,,1015,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,7965648,26,4255.153846
1062,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,,3,1998,176000,Petrol,,0,Grey,0,1300,,,,,1035,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,13728000,26,6769.230769
1143,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,1,1998,105000,Petrol,110,1,Silver,0,1600,3,,,,1050,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,8410800,26,4043.653846
1121,TOYOTA Corolla 1.6 HATCHBACK 2/3-Doors,,10,1998,115113,Petrol,110,1,Black,0,1600,3,,,,1050,0,1,3,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,8176147,26,4429.115385
1122,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,,3,1998,115000,Petrol,,1,Red,1,1600,,,,,1100,0,1,3,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,8970000,26,4423.076923
1060,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,,11,1998,176184,Diesel,,0,Red,0,2000,3,,,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,12516000,26,6876.923077
381, TOYOTA Corolla 1.9 D HATCHB SOL 2/3-Doors,,4,2000,207114,Diesel,,0,White,0,1900,3,,,185,1110,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,11448000,24,9000
1070,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,8,1998,158320,Petrol,,0,Grey,0,1300,3,,,,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,11569916,26,6095.846154
1138,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,,7,1998,106150,Petrol,110,0,Green,0,1600,,,,,1070,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7862500,26,4086.538462
1176,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,,3,1998,95750,Petrol,110,1,Black,0,1600,,,,,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,7480902,26,3688.807692
1108,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,,6,1998,123077,Petrol,110,1,Blue,0,1600,,,,,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,9232800,26,4734.769231
1146,TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,,7,1998,104000,Petrol,,1,Grey,0,1300,3,,,,1010,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7696000,26,4000
1154,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,,7,1998,100748,Petrol,,0,Grey,0,1300,3,,,,1015,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,7474000,26,3884.615385
1332,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,1,1998,66082,Petrol,,1,Blue,0,1300,3,,,,1015,1,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5293440,26,2544.923077
1212,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,6,1998,87358,Petrol,,0,Grey,0,1300,3,,,,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,6570975,26,3369.730769
1199,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,4,1998,90000,Petrol,,1,Green,0,1300,3,,,,1015,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,6930000,26,3461.538462
1142,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,4,1998,105135,Petrol,,0,Green,0,1300,3,,,,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8096704,26,4044.307692
1067,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,1,1998,159968,Petrol,,0,Blue,0,1300,3,,,,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,12800000,26,6153.846154
1072,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,,8,1998,155720,Petrol,,1,Silver,0,1300,,,,,1035,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,11400337,26,6006.5
1379,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,5,1998,57179,Petrol,110,1,Green,0,1600,3,,,,1050,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4351988,26,2202.423077
1362,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,12,1998,60000,Petrol,110,1,Grey,0,1600,3,,,,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4143450,26,2309.615385
1220,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,,1,1998,86000,Petrol,110,1,Grey,0,1600,3,,,,1055,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,6888720,26,3311.884615
1238,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,,5,1998,83291,Petrol,110,1,Grey,0,1600,,,,,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,6338780,26,3207.884615
1054,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,,4,1998,198167,Diesel,,1,Grey,0,2000,,,,185,1100,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15456364,26,7720.461538
1132,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,,1,1998,110000,Petrol,110,1,Grey,0,1600,,,,,1035,0,1,3,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,8800000,26,4230.769231
1254,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,12,1998,79000,Petrol,,0,Grey,0,1300,3,,,,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5451000,26,3038.461538
1370,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,12,1998,58860,Petrol,110,1,Grey,0,1600,3,,,,1050,0,1,3,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,4067688,26,2267.384615
1152,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,7,1998,101469,Petrol,110,0,Grey,0,1600,3,,,,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,7531202,26,3914.346154
1101,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,5,1998,125400,Petrol,110,0,Grey,0,1600,3,,,,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,9559128,26,4837.615385
1335,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,,1,1998,65259,Petrol,110,1,Blue,0,1600,3,,,,1055,1,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,5224560,26,2511.807692
1120,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,,5,1998,115191,Petrol,110,1,Red,0,1600,,,,,1070,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,8766220,26,4436.346154
1308,TOYOTA Corolla 1.6 lb aut 4/5-Doors,,1,1998,70932,Petrol,110,1,Red,1,1600,,,,,1100,0,1,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5675120,26,2728.423077
1079,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,,12,1998,146197,Diesel,,1,Grey,0,2000,3,,,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,10094976,26,5627.076923
728,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,,7,1999,87821,Petrol,,0,Blue,0,1300,3,,,,1020,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,5456000,25,3520
625,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,,9,1999,139145,Diesel,,0,Black,0,2000,3,,,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,8388000,25,5592
612,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,,4,1999,176177,Diesel,,1,Grey,0,2000,3,,,185,1115,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,11451960,25,7047.36
621,TOYOTA Corolla 2.0D TERRA LIFTBACK 4/5-Doors,,10,1999,144000,Diesel,,1,Grey,0,2000,,,,,1135,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8526739,25,5780.84
678,TOYOTA Corolla 1.3 LIN. Terra 2/3-Doors,,1,1999,104000,Petrol,,1,Green,0,1300,3,,,,1015,0,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7072000,25,4160
1260,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,,4,1998,76791,Petrol,,0,Green,0,1300,3,,,,1015,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5929000,26,2961.538462
1338,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,6,1998,65000,Petrol,,1,Green,0,1300,3,,,,1015,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,4875450,26,2500.230769
1246,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,4,1998,82021,Petrol,,1,Grey,0,1300,3,,,,1015,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,6321931,26,3157.807692
1197,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,4,1998,90200,Petrol,,1,Grey,0,1300,3,,,,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,6953485,26,3473.269231
1179,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,,2,1998,95000,Petrol,,1,Grey,0,1300,,,,,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,7505000,26,3653.846154
1082,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,,1,1998,143513,Petrol,,1,Green,1,1300,3,,,,1045,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11484800,26,5521.538462
1422,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,9,1998,41754,Petrol,110,1,Red,0,1600,3,,,,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,3024000,26,1615.384615
1251,TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,,11,1998,81250,Petrol,110,0,Blue,0,1600,3,,,,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5716410,26,3140.884615
1092,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,4,1998,131273,Petrol,110,1,Red,0,1600,3,,,,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,10110639,26,5050.269231
1348,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,,1,1998,62519,Petrol,110,0,Green,0,1600,,,,,1075,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,5006480,26,2406.961538
1233,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,,1,1998,84000,Petrol,110,0,Blue,0,1600,,,,,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,6720000,26,3230.769231
1442,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,,5,1998,1,Petrol,110,0,Green,0,1600,,,,,1114,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76,26,0.038461538
1164,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,,9,1998,98823,Petrol,110,1,Red,0,1600,,,,,1114,0,0,3,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,7145640,26,3817.115385
1209,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,,8,1998,88127,Diesel,,1,Blue,0,2000,3,,,185,1115,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6437578,26,3391.769231
1068,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,,3,1998,159908,Diesel,,0,Red,0,2000,3,,,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,12477504,26,6152.615385
1057,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,,5,1998,190900,Diesel,,0,Black,0,2000,,,,185,1150,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,14563120,26,7370
1050,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,,2,1998,217764,Diesel,,0,Black,0,2000,,,,185,1150,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,17231322,26,8389.153846
1301,TOYOTA Corolla 1.6 Terra LB 4/5-Doors,,1,1998,71725,Petrol,110,1,Silver,0,1600,,,,,1070,0,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5739200,26,2759.230769
828,TOYOTA Corolla 1.3 16V L. TERRA COMFORT 2/3-Doors,,1,1999,70000,Petrol,,1,Blue,0,1300,3,,,,1015,0,0,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4760000,25,2800
614,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,1,1999,155500,Petrol,,1,Green,0,1300,3,,,,1015,0,1,3,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,10588960,25,6228.8
830,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,,11,1999,69000,Petrol,,1,Black,0,1300,,,,,1035,1,1,3,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,4003276,25,2760.88
607,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,,11,1999,204250,Diesel,,1,Silver,0,2000,,,,185,1100,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,11890000,25,8200
651,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,,1,1999,116000,Diesel,,0,Silver,0,2000,3,,,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,7956000,25,4680
658,TOYOTA Corolla 2.0 D Linea Terra 3d 2/3-Doors,,4,1999,114258,Diesel,,0,White,0,2000,3,,,,1260,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7434895,25,4575.32
188,TOYOTA Corolla 1.9 D HATCHB SOL 2/3-Doors,,2,2001,232940,Diesel,,0,White,0,1900,3,,,185,1110,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,10449000,23,10565.21739
1177,TOYOTA Corolla 1.6 Terra Stationwagen,,2,1998,95651,Petrol,110,0,Red,0,1600,,,,,1085,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7560300,26,3680.769231
1341,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,,10,1998,64000,Petrol,110,1,Green,0,1600,,,,,1070,0,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4544000,26,2461.538462
1410,TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,,8,1998,47350,Petrol,,0,Grey,0,1300,3,,,,1000,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3457280,26,1821.538462
383,TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,,4,2000,174833,Diesel,,0,Blue,0,1900,3,,,185,1105,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,9328000,24,7333.333333
1278,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,,1,1998,74747,Petrol,110,1,Red,0,1600,,,,,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,5982800,26,2876.346154
1356,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,,11,1998,61000,Petrol,110,1,Red,0,1600,,,,,1035,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,4270000,26,2346.153846
